glong	glat	vcmb
56.04728	36.51255	11220.00000
26.34562	27.57506	10160.00000
93.76756	36.21676	4835.00000
74.72111	37.85785	6915.00000
52.20088	35.78972	10075.00000
321.38878	-16.74818	8093.00000
52.01311	35.74952	10744.00000
49.95464	35.23880	10728.00000
49.92076	35.22733	10789.00000
17.84622	23.21489	7392.00000
26.14910	27.34372	9348.00000
30.28040	29.04075	11047.00000
52.70220	35.71179	10164.00000
70.19645	37.63342	8237.00000
42.09970	33.08991	9369.00000
2.18349	13.20948	5376.00000
66.34963	37.39214	11574.00000
59.99168	36.72657	10056.00000
322.05238	-16.47058	7944.00000
328.44597	-12.12183	2767.00000
90.49468	36.52932	3400.00000
72.13087	37.55579	9599.00000
64.92740	37.17779	8394.00000
78.42905	37.51840	9162.00000
53.66629	35.67202	10019.00000
32.03478	29.45877	9272.00000
45.99071	33.98043	9214.00000
88.86194	36.68770	5233.00000
83.17418	37.22934	3253.00000
59.70959	36.55867	7098.00000
91.68238	36.29600	4986.00000
29.02269	28.14064	10573.00000
53.75145	35.55172	10099.00000
46.18049	33.86910	11779.00000
45.17026	33.61875	9296.00000
26.54013	26.90285	10185.00000
33.88870	29.92293	11163.00000
66.58223	37.08685	8352.00000
50.17704	34.72344	9382.00000
24.12018	25.65441	9152.00000
57.48852	35.99780	9849.00000
32.91493	29.40849	9653.00000
24.35272	25.68865	6732.00000
66.49879	36.97628	8343.00000
92.17210	36.05201	5930.00000
29.82849	28.12361	6517.00000
18.61755	22.73646	9127.00000
44.10758	33.08559	9022.00000
67.97234	37.03708	8317.00000
311.59510	-22.86835	12619.00000
99.80512	34.68927	12115.00000
52.51805	35.04235	10210.00000
98.13700	35.01712	1082.00000
66.45960	36.90049	8296.00000
107.37711	32.77477	4834.00000
46.87488	33.63890	11309.00000
55.04229	35.39564	10330.00000
38.87570	31.32980	10375.00000
327.22681	-13.35689	9939.00000
327.22814	-13.36544	9929.00000
64.05429	36.56346	10816.00000
27.79688	26.91439	6723.00000
62.23683	36.31070	9824.00000
30.44488	28.01644	6279.00000
25.01028	25.48672	6866.00000
59.17018	35.83401	8326.00000
67.94915	36.72985	2085.00000
58.91691	35.78115	7016.00000
22.44864	24.19310	9174.00000
67.23371	36.66745	11688.00000
52.47063	34.63785	9234.00000
68.10273	36.71903	8332.00000
53.84594	34.87454	9330.00000
31.62288	28.26455	10974.00000
57.25625	35.44737	9320.00000
53.87926	34.82291	10770.00000
53.66048	34.75196	9332.00000
90.00151	36.03070	2947.00000
90.02727	36.02039	3031.00000
330.38204	-11.47618	4726.00000
90.31362	35.95152	3375.00000
48.01972	33.37308	12517.00000
100.47180	34.26935	462.00000
93.51875	35.49855	8038.00000
67.92646	36.44074	7895.00000
65.25107	36.20302	8297.00000
54.38586	34.65022	9441.00000
91.57974	35.69745	7817.00000
67.16560	36.34435	8350.00000
73.25615	36.64286	9915.00000
55.29108	34.79881	7048.00000
29.92183	27.15999	9958.00000
24.43790	24.64062	6752.00000
111.05020	31.47657	11810.00000
29.78957	26.96971	10797.00000
54.20454	34.45667	9145.00000
24.29014	24.56122	6744.00000
59.95922	35.32801	8284.00000
92.68603	35.43811	8171.00000
75.83303	36.48484	8711.00000
65.05522	35.90260	8265.00000
90.70581	35.63515	3060.00000
55.29539	34.48672	8736.00000
67.24029	36.06426	8280.00000
52.72359	33.95566	9194.00000
50.71734	33.51179	13488.00000
55.05421	34.43318	8877.00000
63.13241	35.63342	10829.00000
328.82095	-12.90246	4864.00000
89.02356	35.63059	4995.00000
74.61962	36.38638	7270.00000
59.86132	35.13978	8163.00000
64.25384	35.68961	9702.00000
66.37008	35.87076	10700.00000
67.15327	35.92421	10483.00000
72.23662	36.20847	11012.00000
71.55218	36.20382	8253.00000
76.67764	36.25587	8402.00000
103.80170	33.24614	1174.00000
85.89168	35.90051	9087.00000
76.15279	36.19731	8602.00000
318.18494	-19.63451	12149.00000
67.67493	35.79416	8208.00000
86.07239	35.86038	8966.00000
61.42714	35.09637	8120.00000
85.48386	35.90144	9058.00000
39.95489	30.12142	9184.00000
41.50147	30.61472	4208.00000
44.94411	31.62713	8809.00000
73.94474	36.05507	8208.00000
320.43541	-18.38623	9308.00000
80.55498	36.06752	9010.00000
72.41050	36.00110	10862.00000
52.68840	33.49923	9143.00000
73.94160	36.04768	8187.00000
112.53649	30.84589	3781.00000
37.57834	29.16557	8905.00000
58.91618	34.61471	7676.00000
59.44266	34.68441	7905.00000
58.02776	34.43427	7624.00000
62.01318	35.02384	11184.00000
44.83641	31.40894	6687.00000
67.84608	35.61023	8118.00000
69.49450	35.73486	8116.00000
64.74232	35.28989	8264.00000
42.73028	30.74913	6506.00000
88.18707	35.51660	1129.00000
69.04139	35.61351	7783.00000
67.96238	35.50856	7394.00000
37.15442	28.70255	9384.00000
75.62686	35.86521	8665.00000
65.61064	35.24066	11847.00000
330.01185	-12.64290	4983.00000
307.98261	-24.96718	5051.00000
87.54376	35.44294	8900.00000
68.94121	35.43379	8260.00000
71.47022	35.58988	8099.00000
63.34383	34.84767	11407.00000
44.80434	31.01605	8652.00000
41.79202	30.08038	6220.00000
71.73963	35.58180	8107.00000
326.08692	-15.22982	12656.00000
331.43893	-11.66492	3554.00000
66.17951	35.12065	8124.00000
79.64154	35.69948	7106.00000
51.70743	32.66522	13503.00000
68.92818	35.28781	8385.00000
73.84530	35.57531	8655.00000
85.68583	35.43874	9234.00000
29.56701	25.22251	10313.00000
86.23573	35.39540	8754.00000
68.48176	35.21390	8575.00000
85.73149	35.40069	10282.00000
85.69740	35.40223	8818.00000
85.80620	35.39917	8156.00000
67.00286	35.04085	8336.00000
53.73801	33.00065	8691.00000
37.65207	28.36626	9186.00000
315.21938	-21.52499	2987.00000
52.03893	32.56785	8676.00000
85.74647	35.34104	9032.00000
80.19852	35.54751	9347.00000
319.07534	-19.48558	5110.00000
28.08725	24.29566	6747.00000
104.88878	32.65669	1219.00000
54.81904	33.07119	6839.00000
69.14972	35.08272	8101.00000
73.40133	35.34741	8493.00000
27.85137	24.09929	6658.00000
61.35796	34.16474	11387.00000
52.13753	32.42146	9033.00000
86.35148	35.20840	8176.00000
27.73821	24.01893	7014.00000
87.01300	35.15806	8837.00000
319.28072	-19.43056	5188.00000
29.49389	24.75937	6613.00000
91.26955	34.78042	3041.00000
43.43846	29.96651	8674.00000
65.61031	34.54236	8614.00000
65.25728	34.51452	8938.00000
65.82669	34.57854	8254.00000
29.08912	24.38131	6725.00000
29.07252	24.33615	6363.00000
29.04823	24.27365	6707.00000
52.45348	32.18556	8402.00000
91.08256	34.66958	3012.00000
74.84200	35.13223	8403.00000
331.70099	-12.16615	2710.00000
77.01762	35.18060	10126.00000
53.93583	32.46357	4421.00000
32.43255	25.56428	6258.00000
66.57489	34.45594	9496.00000
83.35425	35.08692	8606.00000
66.64117	34.39692	9740.00000
43.50489	29.54638	13224.00000
52.76752	32.02147	8489.00000
41.37016	28.82537	6153.00000
30.00128	24.38152	10592.00000
79.91489	35.07536	9236.00000
90.77376	34.54326	8230.00000
55.54234	32.59490	4535.00000
59.95934	33.39970	11522.00000
57.78834	32.99918	11581.00000
75.47910	34.94058	7273.00000
75.55344	34.92445	7144.00000
65.74068	34.14799	8816.00000
119.51953	28.36033	7794.00000
84.81053	34.87621	8160.00000
73.92646	34.82750	5018.00000
32.83154	25.42510	6386.00000
51.08359	31.48084	2979.00000
315.45601	-21.66752	2778.00000
38.45218	27.53304	6129.00000
89.07925	34.58978	6514.00000
119.51248	28.34933	7886.00000
46.14959	29.99517	4225.00000
63.78688	33.74796	11344.00000
326.71430	-15.56307	4500.00000
21.20189	19.64610	9116.00000
79.94909	34.82953	9242.00000
85.36893	34.67177	8201.00000
67.26040	34.04167	9471.00000
69.33037	34.17858	4717.00000
70.04758	34.21426	8213.00000
21.53960	19.45554	9487.00000
78.61991	34.61021	7209.00000
87.80019	34.40042	9138.00000
91.47141	34.06167	8448.00000
53.95946	31.54489	13846.00000
24.23829	20.68536	8893.00000
28.65150	22.81751	6986.00000
87.75326	34.37124	8974.00000
28.69044	22.81969	6794.00000
105.82750	31.99272	12636.00000
105.82915	32.00439	13348.00000
23.27493	20.12616	8792.00000
331.74033	-12.84449	2638.00000
88.87740	34.25901	5545.00000
54.17872	31.50381	12888.00000
66.05778	33.57881	8818.00000
36.59963	26.14126	7270.00000
54.16445	31.50648	13465.00000
91.48061	34.06144	7984.00000
105.81250	31.98652	11493.00000
89.01863	34.22621	8248.00000
54.71928	31.56371	4514.00000
34.94331	25.33619	6184.00000
93.55158	33.82010	8142.00000
46.22646	29.28223	11050.00000
102.22592	32.61010	13805.00000
89.39937	34.20788	6055.00000
46.21146	29.22838	12069.00000
85.20132	34.33642	8105.00000
38.11609	26.41229	10171.00000
79.18949	34.33478	7182.00000
38.14137	26.40201	10208.00000
54.06148	31.21428	13953.00000
34.71956	25.01909	9155.00000
43.56827	28.26257	6492.00000
79.12721	34.28748	9140.00000
80.95329	34.28690	7289.00000
87.63729	34.14420	3269.00000
326.96820	-15.83240	4289.00000
68.89953	33.62375	2122.00000
70.68126	33.75360	8229.00000
52.61961	30.73516	6834.00000
42.83480	27.88327	6144.00000
322.06406	-18.64263	8040.00000
322.08222	-18.63458	7457.00000
71.34743	33.76713	8567.00000
47.76354	29.36853	8130.00000
46.43117	28.95235	8177.00000
71.30729	33.73494	8282.00000
67.12037	33.26245	10412.00000
76.67751	34.15037	8581.00000
47.74067	29.42950	8124.00000
62.22391	32.54207	7895.00000
87.41242	34.00155	8502.00000
46.01861	28.71540	3893.00000
88.86035	33.92684	8307.00000
32.57713	23.72694	6777.00000
88.29360	33.93415	10448.00000
43.32688	27.79374	6543.00000
88.36934	33.89778	10481.00000
109.55550	30.96143	1800.00000
32.91826	23.94311	2768.00000
59.40292	31.79400	11966.00000
87.12922	33.86842	7818.00000
331.80845	-13.36833	3914.00000
331.33658	-13.66858	6491.00000
36.34510	24.97941	6471.00000
36.34552	24.95008	6891.00000
327.25283	-16.06614	11394.00000
55.57049	30.81709	13492.00000
62.41711	32.18502	7766.00000
330.83976	-14.03836	1924.00000
331.64827	-13.50464	6255.00000
91.40498	33.65657	8311.00000
88.85283	33.70012	3314.00000
86.99909	33.76088	8095.00000
88.83464	33.68581	3179.00000
49.64325	29.28956	6385.00000
87.03609	33.74364	7636.00000
87.03542	33.73909	8065.00000
88.37796	33.69514	5424.00000
88.38976	33.69617	8293.00000
37.86248	25.25733	9217.00000
327.59985	-15.97950	7346.00000
88.92937	33.60699	8305.00000
29.16622	21.52289	6402.00000
85.05273	33.72566	8820.00000
85.83716	33.69640	3308.00000
36.78215	24.69216	2904.00000
89.93777	33.50297	3719.00000
88.92071	33.53341	3148.00000
49.80424	29.03423	8792.00000
87.42818	33.54791	8066.00000
87.03570	33.55849	9066.00000
80.07381	33.56466	7023.00000
326.22586	-16.87554	6594.00000
29.15717	21.19981	6320.00000
88.91032	33.46374	6109.00000
36.98703	24.58748	2946.00000
30.10574	21.87722	1669.00000
105.58548	31.58812	1888.00000
329.57777	-15.04697	4718.00000
79.43395	33.48421	7069.00000
38.89634	25.26969	5935.00000
38.95699	25.26579	6129.00000
329.56255	-15.09080	4824.00000
48.05093	28.33765	4288.00000
69.21504	32.67950	10151.00000
46.41552	27.74015	12149.00000
86.87872	33.41692	7995.00000
48.09510	28.22790	4190.00000
89.21490	33.33113	6099.00000
97.49119	32.65590	7856.00000
88.36312	33.31877	8480.00000
330.03052	-14.96785	4405.00000
46.80294	27.67608	7759.00000
29.41607	20.85640	6660.00000
29.31323	20.80207	6657.00000
39.16574	25.02831	5943.00000
84.42731	33.34267	9049.00000
121.13301	27.67678	11190.00000
84.89049	33.24232	8956.00000
88.18146	33.20610	8450.00000
52.06270	28.88731	6727.00000
88.12844	33.11304	8459.00000
88.71198	33.07445	8311.00000
88.87379	33.05652	8447.00000
331.30239	-14.50965	5106.00000
99.81970	32.18549	11797.00000
99.08184	32.26016	7746.00000
39.49382	24.61199	3086.00000
85.08279	33.05593	8758.00000
101.49106	31.91459	12189.00000
51.24798	28.40037	6852.00000
25.28805	18.19505	6594.00000
69.51878	32.07386	9745.00000
69.59436	32.06736	8631.00000
50.41719	28.12614	6892.00000
69.37440	32.01056	9876.00000
69.70764	32.04106	10815.00000
331.33055	-14.64012	5724.00000
101.56396	31.87108	12173.00000
104.03001	31.51952	12242.00000
77.31865	32.69910	5771.00000
44.06755	26.03490	3188.00000
61.25462	30.63562	12274.00000
23.25692	16.91643	6035.00000
48.93177	27.48161	7804.00000
329.61614	-15.70379	8283.00000
331.30588	-14.79058	4667.00000
86.66437	32.81673	3371.00000
49.21440	27.44141	7595.00000
76.87581	32.52289	6189.00000
77.19771	32.54438	5664.00000
318.10249	-21.40698	5241.00000
58.31494	29.79437	3712.00000
87.50532	32.77763	9156.00000
44.00998	25.68409	7095.00000
331.22945	-14.92606	4237.00000
29.75361	19.72563	6488.00000
45.31979	25.98629	12786.00000
32.89355	21.12587	9200.00000
44.27972	25.61653	7253.00000
45.32275	25.95710	12971.00000
88.63442	32.65442	8462.00000
48.47467	26.95162	3502.00000
306.09045	-26.12138	12979.00000
98.39185	32.01605	7903.00000
330.48707	-15.47815	5389.00000
100.53298	31.77933	7769.00000
333.77282	-13.69855	2752.00000
65.44695	30.86611	11576.00000
98.27294	31.98967	7630.00000
33.57872	21.16511	6316.00000
47.48550	26.47456	7053.00000
89.09268	32.50942	8470.00000
315.71588	-22.54942	5095.00000
38.79208	23.30438	6580.00000
76.77776	32.15756	5716.00000
48.60941	26.71255	4273.00000
87.81218	32.49165	9157.00000
82.84187	32.44096	5388.00000
318.82630	-21.27296	5196.00000
336.23317	-12.46414	5046.00000
36.59054	22.19436	6895.00000
34.77346	21.38432	6441.00000
41.13312	23.96993	4023.00000
89.26492	32.42084	6173.00000
102.96483	31.42896	2443.00000
36.57459	22.09556	6769.00000
40.99403	23.82047	3975.00000
87.23592	32.34105	8555.00000
52.59046	27.57497	7832.00000
59.68908	29.37483	13370.00000
60.34868	29.49495	7920.00000
48.87791	26.42406	6155.00000
33.49302	20.56163	6818.00000
89.98571	32.26830	8076.00000
35.12078	21.27819	6241.00000
47.79905	26.04354	7614.00000
64.50656	30.25027	10367.00000
36.46747	21.84202	6585.00000
45.47760	25.24698	7088.00000
85.49067	32.25642	8800.00000
88.01411	32.25939	9258.00000
106.10581	30.83613	7430.00000
42.61870	24.20682	3895.00000
36.74469	21.85656	6123.00000
75.05253	31.55410	9228.00000
76.50894	31.68439	5292.00000
320.13531	-20.89749	7496.00000
43.65552	24.32213	6527.00000
69.21719	30.77928	10687.00000
105.16846	30.89939	12227.00000
332.81745	-14.78153	2805.00000
58.54591	28.70200	13457.00000
91.86871	32.01239	8444.00000
78.19246	31.70347	6170.00000
78.22454	31.70702	6400.00000
318.32907	-21.71590	5219.00000
60.31180	29.04719	12611.00000
66.96063	30.28139	5301.00000
43.43140	24.02303	11682.00000
78.37652	31.65452	6861.00000
332.12620	-15.25466	5148.00000
42.77296	23.73503	6540.00000
64.06815	29.70832	12248.00000
96.60666	31.67369	8155.00000
89.28172	31.94183	6281.00000
71.38739	30.83847	7668.00000
115.43949	28.98805	1835.00000
330.99568	-15.97197	5357.00000
96.82119	31.59688	4371.00000
47.82262	25.27523	3268.00000
306.42243	-26.10074	5901.00000
42.32299	23.31080	6673.00000
49.87752	25.87782	7389.00000
27.78975	16.84612	6753.00000
84.03055	31.73428	8556.00000
98.54808	31.42953	7482.00000
41.10506	22.68189	9778.00000
64.80056	29.54047	12675.00000
310.28452	-24.83831	5185.00000
25.08288	15.38412	6947.00000
331.06033	-16.07095	5378.00000
96.35408	31.51834	8088.00000
87.33107	31.72615	2998.00000
40.34686	22.28995	6428.00000
326.39580	-18.40864	4388.00000
64.64922	29.35614	12841.00000
23.45182	14.30384	6753.00000
331.10969	-16.13507	5083.00000
76.00558	30.99161	5676.00000
97.66636	31.36857	12194.00000
49.87752	25.49591	3179.00000
57.99023	27.76992	13460.00000
59.61540	28.16469	9175.00000
85.00029	31.55751	5204.00000
29.24719	17.09404	6655.00000
62.06870	28.68658	7466.00000
86.39052	31.54256	2802.00000
49.76498	25.35320	3390.00000
66.61933	29.54760	1744.00000
331.80299	-15.89078	3797.00000
97.64864	31.30814	8018.00000
77.70357	31.04148	5445.00000
97.67913	31.30335	1412.00000
83.86168	31.42008	8587.00000
74.89501	30.69072	9120.00000
84.64519	31.42503	5293.00000
90.99307	31.49246	11462.00000
38.57439	21.03194	11593.00000
96.44301	31.32014	12388.00000
83.30567	31.34049	8660.00000
83.72173	31.34369	9120.00000
120.37705	27.77564	5600.00000
42.50543	22.51186	3008.00000
333.42711	-15.27670	5189.00000
83.81363	31.22952	8656.00000
89.80506	31.38020	9883.00000
57.90671	27.27780	13635.00000
85.54482	31.27777	8441.00000
65.38864	28.95495	12272.00000
60.83835	27.95422	6702.00000
331.59739	-16.26867	4931.00000
337.21913	-13.40157	8722.00000
60.85058	27.92297	6688.00000
43.08412	22.45360	11209.00000
97.33369	31.10821	1412.00000
55.60025	26.54368	4569.00000
87.15940	31.23389	9358.00000
53.82578	26.01536	3530.00000
78.59963	30.73247	7020.00000
87.87400	31.23449	8467.00000
333.54656	-15.38976	4998.00000
45.29726	23.14547	6284.00000
72.17498	29.92632	11593.00000
332.25678	-16.05233	3770.00000
82.78435	30.98825	8681.00000
85.60374	31.12750	8412.00000
72.21995	29.87025	11620.00000
45.42404	23.12002	6120.00000
85.32978	31.14623	8472.00000
325.07491	-19.35689	3910.00000
71.43336	29.77711	10174.00000
90.43366	31.21000	8684.00000
90.28724	31.20211	8445.00000
66.19525	28.82695	12603.00000
93.46429	31.14363	8100.00000
83.15187	30.92146	8350.00000
39.35591	20.58600	7055.00000
31.96838	17.27567	7374.00000
91.35514	30.95982	8600.00000
39.43734	20.54677	1746.00000
78.76485	30.51625	6736.00000
42.28830	21.66248	6290.00000
59.37526	27.13812	6589.00000
81.94972	30.74736	6594.00000
37.33190	19.54811	6376.00000
86.90131	30.96274	9214.00000
332.32620	-16.27303	5798.00000
83.05835	30.75642	8590.00000
83.12283	30.73845	8808.00000
33.18371	17.51366	6278.00000
45.55894	22.65476	3141.00000
97.31428	30.84285	7022.00000
93.14640	30.95450	7459.00000
102.96925	30.44325	7366.00000
43.34980	21.74111	3238.00000
41.49066	20.99268	10704.00000
88.87369	30.84766	8247.00000
330.68826	-17.14578	4844.00000
38.28838	19.62356	9705.00000
50.70246	24.28941	2877.00000
102.74042	30.44713	7586.00000
332.34457	-16.41264	5886.00000
90.55024	30.87690	6095.00000
32.52399	16.94108	6482.00000
61.03844	27.14793	8609.00000
88.33022	30.80093	6297.00000
90.58297	30.83367	5883.00000
339.85760	-12.69206	3702.00000
88.80031	30.78735	8340.00000
39.35167	19.87328	4182.00000
31.07255	16.11625	10504.00000
78.39847	30.07913	11406.00000
42.12229	20.96160	6208.00000
92.12202	30.79501	7866.00000
39.78965	19.99967	4005.00000
48.06439	23.16155	3717.00000
105.92127	30.05216	7273.00000
74.02661	29.50455	9528.00000
78.39421	30.01658	11596.00000
42.08223	20.87529	9072.00000
95.20521	30.72576	12771.00000
40.81962	20.27998	3772.00000
43.71495	21.40158	3317.00000
88.15695	30.66685	6104.00000
333.01138	-16.29609	3860.00000
56.78921	25.66213	4678.00000
102.86780	30.26760	7454.00000
319.57798	-22.00069	4849.00000
80.04885	30.02490	7381.00000
54.11809	24.82454	6427.00000
43.71092	21.21181	3092.00000
55.12247	25.11924	4585.00000
49.59875	23.34950	3112.00000
332.47898	-16.66335	4466.00000
47.93830	22.71992	3638.00000
319.48227	-22.13488	4890.00000
63.58768	27.24510	2704.00000
55.10937	25.01401	7986.00000
55.13908	24.99812	7577.00000
52.90244	24.24980	4161.00000
48.32904	22.72717	4043.00000
54.93360	24.88180	7515.00000
89.47002	30.60561	6193.00000
46.59946	22.30535	6051.00000
93.62373	30.48678	10495.00000
333.41048	-16.42743	4392.00000
120.91707	26.01264	5706.00000
49.68722	22.96874	3079.00000
120.44435	27.65658	5701.00000
56.14236	24.97269	4723.00000
104.31939	29.98070	1285.00000
54.42732	24.41912	7392.00000
43.65381	20.57320	3178.00000
316.76938	-23.14397	3080.00000
58.48048	25.55609	7715.00000
28.96624	13.95836	1698.00000
58.15309	25.44271	13152.00000
89.73709	30.30005	4222.00000
91.85360	30.32917	8295.00000
43.63875	20.48023	3068.00000
102.14701	30.09050	4262.00000
54.40413	24.22472	6694.00000
43.59426	20.40016	3060.00000
43.87443	20.50186	3562.00000
51.75211	23.32371	7814.00000
54.13152	24.08514	6622.00000
57.44165	25.07351	7647.00000
337.17313	-14.86550	6798.00000
91.88350	30.27886	7526.00000
53.93977	24.08930	6311.00000
54.30110	24.09251	6352.00000
44.30022	20.54976	2836.00000
91.81810	30.21719	8173.00000
76.25529	28.94176	9409.00000
333.14367	-16.89608	6277.00000
38.80705	18.08997	10013.00000
31.79207	14.84777	8162.00000
94.82856	30.17114	7826.00000
91.82629	30.12795	7626.00000
44.26436	20.35059	6323.00000
334.89978	-16.15922	2715.00000
100.69451	30.00778	11547.00000
53.63352	23.57286	6610.00000
49.50163	22.15243	5882.00000
82.37155	29.53683	8810.00000
58.38261	24.99459	4682.00000
74.83965	28.56114	7150.00000
37.94464	17.45704	2795.00000
94.51048	30.08789	7754.00000
78.21341	28.98362	6786.00000
39.89757	18.25195	6128.00000
72.08916	28.02593	12461.00000
53.44761	23.31664	6970.00000
37.54992	17.20728	2840.00000
53.53733	23.46452	4592.00000
39.29966	17.93431	9993.00000
30.93612	14.03448	7989.00000
70.03275	27.55698	13146.00000
53.89990	23.36992	4054.00000
46.86241	20.89464	5928.00000
70.07593	27.54263	13004.00000
52.90723	23.00859	13162.00000
40.72968	18.39137	10445.00000
40.99485	18.50481	5901.00000
335.08045	-16.36295	4418.00000
91.96348	29.88677	12819.00000
85.65571	29.54032	6460.00000
339.34519	-14.36467	3560.00000
59.95856	25.01090	7480.00000
36.58222	16.37345	6357.00000
36.96012	16.47903	6322.00000
325.89431	-20.30521	4519.00000
84.50862	29.39122	5417.00000
72.84868	27.85581	5324.00000
87.15244	29.58220	9265.00000
335.37539	-16.33492	4471.00000
330.27356	-18.56683	4948.00000
330.07502	-18.66267	4913.00000
50.60800	21.90372	5866.00000
345.93446	-11.21889	5848.00000
330.05547	-18.69026	4904.00000
54.67006	23.23475	6684.00000
33.42127	14.86376	1828.00000
43.35259	19.13137	5809.00000
62.84887	25.58899	1361.00000
71.73515	27.52269	11458.00000
52.12551	22.33656	4779.00000
52.14795	22.31329	4645.00000
96.44660	29.79942	7882.00000
71.34472	27.42259	4788.00000
60.72389	24.90846	7783.00000
54.64230	23.07082	6552.00000
54.58942	22.97882	4566.00000
48.87478	20.97334	5673.00000
90.39212	29.72124	634.00000
334.46846	-16.91376	2745.00000
50.59934	21.52252	2995.00000
48.41337	20.72131	5641.00000
97.38032	29.69969	3626.00000
66.18681	26.09885	8054.00000
333.80613	-17.32080	4571.00000
330.09014	-18.89368	9048.00000
52.15673	21.96504	4569.00000
94.99695	29.65908	7972.00000
90.46982	29.48101	13280.00000
28.91307	11.93702	6692.00000
48.49956	20.59062	12255.00000
45.68969	19.51505	5366.00000
72.31385	27.29947	5724.00000
59.52929	24.24445	13354.00000
100.01102	29.58101	10258.00000
71.40616	27.08587	13234.00000
72.30141	27.25630	11308.00000
330.55892	-18.83491	8658.00000
55.36403	22.74430	6717.00000
314.60003	-24.36577	12412.00000
55.37828	22.71738	6894.00000
335.65594	-16.73364	4578.00000
335.58647	-16.77277	6552.00000
72.30673	27.07178	5783.00000
55.18755	22.55772	6412.00000
52.01535	21.71163	4515.00000
331.01351	-18.60975	5076.00000
27.13211	10.52200	7334.00000
96.95086	29.44950	8003.00000
82.87080	28.59154	8789.00000
55.67342	22.57550	2799.00000
327.54075	-20.18837	13139.00000
73.98190	27.18078	1488.00000
36.03505	14.68631	6218.00000
328.58636	-19.80861	5508.00000
320.25502	-22.74710	7979.00000
324.57508	-21.30035	4639.00000
34.14449	13.75649	1881.00000
334.21318	-17.55270	2760.00000
47.82978	19.63530	2141.00000
46.32587	19.03600	5264.00000
68.30704	25.93303	7837.00000
73.50086	27.00304	13779.00000
36.25568	14.57963	6115.00000
84.64419	28.59599	6530.00000
51.44135	20.84393	2626.00000
348.20502	-11.15596	9813.00000
61.11609	23.96990	4941.00000
74.17941	27.04271	6966.00000
49.36886	20.03642	2467.00000
49.34066	20.03715	2311.00000
89.46118	28.94081	13563.00000
337.05557	-16.51103	9358.00000
44.92781	18.16807	6612.00000
60.44704	23.62656	7164.00000
44.99139	18.15227	2110.00000
49.77298	19.99102	6590.00000
91.28030	28.97925	8296.00000
73.85352	26.76558	8026.00000
90.71963	28.90780	8031.00000
80.19493	27.74450	5223.00000
336.17038	-17.09893	4948.00000
46.93693	18.66954	2157.00000
335.85941	-17.25127	4751.00000
335.84238	-17.28771	4864.00000
54.91544	21.47458	2609.00000
38.68639	14.83305	5942.00000
52.22720	20.30640	4719.00000
346.07969	-12.83887	11381.00000
341.58480	-14.95211	5164.00000
335.27502	-17.60896	3222.00000
54.56938	21.11511	7020.00000
38.85654	14.75891	6164.00000
99.26620	28.98131	8245.00000
56.90000	21.78250	7020.00000
45.84355	17.61162	2260.00000
341.22117	-15.28683	5219.00000
330.98101	-19.53605	4259.00000
90.55972	28.50728	8054.00000
90.23603	28.45186	8011.00000
82.47540	27.55968	8769.00000
45.04481	17.30705	5278.00000
334.10914	-18.23934	3840.00000
57.68489	21.75015	8308.00000
93.53765	28.63261	6021.00000
33.42318	11.69428	6392.00000
51.90398	19.65661	4703.00000
45.31025	17.04187	8352.00000
335.97111	-17.72922	4871.00000
48.02720	18.14508	4664.00000
57.83802	21.68626	6793.00000
66.17488	24.12097	2729.00000
98.85096	28.73870	7464.00000
62.87793	23.18182	6386.00000
29.73341	9.54797	8592.00000
48.42608	18.09535	5888.00000
48.30376	18.00860	4983.00000
90.61885	28.28465	8028.00000
94.62287	28.51433	10461.00000
48.44590	18.04140	4959.00000
48.35915	17.97655	5108.00000
55.94715	20.78806	6843.00000
337.83638	-17.05201	3615.00000
330.53854	-20.00641	4280.00000
57.02746	21.07982	4487.00000
90.49246	28.17529	8076.00000
52.27207	19.38194	4810.00000
345.55916	-13.85027	10108.00000
52.28742	19.36764	4497.00000
48.37404	17.84437	5390.00000
45.70932	16.71070	3157.00000
52.39490	19.38703	4586.00000
52.28786	19.30404	4755.00000
52.39101	19.32826	4646.00000
47.67884	17.47736	4959.00000
98.46303	28.59694	6218.00000
90.45322	28.18123	6647.00000
45.65173	16.73345	2640.00000
56.56703	20.78463	4526.00000
60.77764	22.10340	6733.00000
330.87549	-20.01593	4382.00000
60.69765	22.04814	6930.00000
329.89217	-20.38234	4489.00000
336.52265	-17.92200	4934.00000
88.82816	27.87097	6514.00000
45.99748	16.53975	2978.00000
90.49884	27.99707	6643.00000
57.64022	20.89038	4573.00000
49.34614	17.85603	4788.00000
98.07862	28.43606	6097.00000
42.89379	15.08343	2859.00000
37.86492	12.77913	6055.00000
37.78077	12.71455	5939.00000
70.70414	24.58234	5683.00000
101.48354	28.49003	1447.00000
56.80456	20.39592	5497.00000
75.29412	25.52647	11961.00000
76.88620	26.04764	6768.00000
90.94869	27.83686	8026.00000
52.05700	18.50445	2945.00000
79.94010	26.34243	6522.00000
70.13252	24.16320	12334.00000
84.14306	26.94536	5463.00000
75.66869	25.41807	6909.00000
57.05527	20.14902	7167.00000
49.41444	17.25451	5255.00000
341.34528	-16.40158	6673.00000
52.26210	18.37403	2947.00000
49.42720	17.23093	5514.00000
34.96904	10.92485	6060.00000
336.16991	-18.31495	2757.00000
337.19948	-18.11423	4964.00000
66.15763	22.94316	8604.00000
