glong	glat	vcmb
280.33830	45.53588	4866.00000
185.66571	74.81813	10765.00000
251.11883	69.95561	3498.00000
139.41750	57.92646	943.00000
138.02416	56.45953	3445.00000
270.85546	58.50677	1824.00000
285.91370	32.80369	2137.00000
235.83537	73.56386	6147.00000
237.89992	73.26174	6347.00000
251.52200	69.85892	3441.00000
132.92835	49.69564	12492.00000
199.33722	75.65397	6935.00000
238.62127	73.12349	11501.00000
289.10076	23.59288	3398.00000
245.04685	71.76960	3708.00000
137.85421	56.34593	2708.00000
136.74541	55.07662	3712.00000
146.26405	63.70043	8114.00000
273.36966	56.11508	5735.00000
268.06602	61.25622	6294.00000
131.18848	46.98894	1552.00000
140.30068	58.95522	2563.00000
141.66455	60.23332	9880.00000
138.80060	57.47467	9407.00000
137.33781	55.83959	3497.00000
286.31261	32.39189	2255.00000
269.14348	60.44912	8916.00000
136.98345	55.47036	1427.00000
273.70171	55.89581	8512.00000
188.51465	75.25271	10060.00000
137.34204	55.88157	3477.00000
174.37556	73.61477	9496.00000
156.47163	69.00522	7795.00000
192.23159	75.51255	8605.00000
266.89284	62.35646	12286.00000
293.57398	7.81063	5306.00000
292.81838	10.75244	6133.00000
239.79045	73.14116	12835.00000
205.43557	75.91132	9172.00000
266.39310	62.76931	6302.00000
171.28198	73.13892	13552.00000
278.84085	48.92044	2104.00000
293.21563	9.25345	4653.00000
196.09169	75.74968	6577.00000
152.13045	67.19613	7671.00000
253.64503	69.47494	6554.00000
279.32567	48.30782	7117.00000
136.91905	55.49888	3278.00000
123.21601	27.99942	6065.00000
254.12785	69.36304	4377.00000
264.27806	64.37248	10353.00000
293.06630	10.08773	4768.00000
254.16923	69.39144	4429.00000
288.38991	26.80460	7551.00000
288.02196	27.95742	8422.00000
254.18997	69.40216	3963.00000
254.25348	69.38901	4725.00000
156.23413	69.11988	963.00000
253.09094	69.69752	3489.00000
285.67739	34.80389	3491.00000
187.08494	75.33268	7272.00000
198.92075	75.99996	7190.00000
137.31230	56.09602	3440.00000
251.60365	70.38337	3529.00000
229.30426	74.88351	10632.00000
136.53786	55.24826	3688.00000
137.12321	55.95457	3388.00000
289.42161	23.71306	3236.00000
275.17688	54.78513	2961.00000
297.54635	-7.57773	7308.00000
273.11367	57.17033	2074.00000
192.16660	75.75975	6790.00000
286.64378	32.44382	1870.00000
170.49952	73.20129	11613.00000
178.51488	74.50386	6660.00000
272.41732	58.02326	6313.00000
287.20071	30.78113	1953.00000
137.06329	55.95144	3362.00000
278.50997	50.16165	6122.00000
208.50147	76.14435	6971.00000
147.95982	65.23726	5825.00000
213.55660	76.08812	3899.00000
292.92302	11.22238	4842.00000
218.38038	75.89568	6271.00000
248.87368	71.41438	6702.00000
272.55190	58.08022	6584.00000
245.88699	72.22215	3782.00000
158.22288	70.07166	6247.00000
274.51959	55.90133	13356.00000
274.53485	55.94511	8453.00000
221.56093	75.73606	3943.00000
288.70517	26.56911	8688.00000
274.56413	55.93933	8567.00000
127.80577	40.54126	9666.00000
272.95637	57.77219	5968.00000
274.64403	55.87086	8526.00000
136.23424	55.13446	9882.00000
274.62479	55.90934	8627.00000
274.59950	55.92643	8974.00000
210.99448	76.17495	2140.00000
275.68174	54.43831	2029.00000
172.09929	73.66718	12713.00000
148.20949	65.55929	1172.00000
285.32598	36.57774	7401.00000
293.40416	9.60525	6486.00000
274.68347	55.93792	8347.00000
145.42656	63.89721	7251.00000
264.59044	64.85116	5470.00000
201.56399	76.31502	13088.00000
274.82923	55.81580	8478.00000
282.01110	44.42112	9591.00000
232.09997	74.85531	8173.00000
143.80324	62.71655	1442.00000
292.49455	13.36427	12770.00000
280.64960	47.27305	4161.00000
212.15397	76.30066	2091.00000
292.23600	14.42220	7181.00000
218.60110	76.05348	3902.00000
130.11120	45.53216	6769.00000
169.81888	73.34707	12764.00000
292.84904	12.05001	3667.00000
286.97117	32.45515	2164.00000
158.91239	70.51493	1397.00000
152.50816	67.97335	3402.00000
155.57882	69.31160	7543.00000
214.35219	76.29376	4062.00000
287.01522	32.43409	2457.00000
274.35208	56.63202	8374.00000
229.83860	75.21157	10572.00000
214.24985	76.31700	4020.00000
290.06165	22.69380	3113.00000
264.31465	65.17217	6342.00000
280.54427	47.74257	1630.00000
275.92300	54.81004	3711.00000
283.34863	41.96140	7190.00000
267.30507	63.26830	12467.00000
289.19224	25.73194	12834.00000
140.41318	59.95530	5667.00000
265.04958	64.86032	6466.00000
134.95219	53.62619	3970.00000
274.51837	56.56680	8573.00000
145.20472	63.88605	7092.00000
145.14137	63.84411	6983.00000
140.11269	59.70035	1122.00000
136.25210	55.39623	3528.00000
279.36974	49.85303	2734.00000
277.79098	52.26959	8062.00000
133.44145	51.51940	3173.00000
259.30583	68.08595	10727.00000
127.00374	38.81008	7657.00000
236.79169	74.38692	6426.00000
236.75012	74.43509	6812.00000
233.01752	74.97002	8003.00000
232.24052	75.06073	8246.00000
193.62644	76.26543	7057.00000
141.94746	61.46557	9888.00000
141.92870	61.45189	9956.00000
148.06692	65.81249	1020.00000
140.25562	59.89999	5958.00000
235.28795	74.65624	7252.00000
233.11879	74.96919	6719.00000
235.67993	74.64226	6775.00000
230.19681	75.32196	8085.00000
234.34680	74.83577	6700.00000
251.54957	71.14313	1342.00000
259.35474	68.24581	6937.00000
145.45765	64.25585	1131.00000
143.31950	62.67827	1091.00000
284.39265	40.09424	3992.00000
233.74239	74.97123	3692.00000
139.03485	58.80791	5624.00000
230.65323	75.37539	8254.00000
230.18376	75.45084	8887.00000
230.20112	75.45611	7958.00000
238.74679	74.25237	12311.00000
210.97764	76.62176	6941.00000
216.32458	76.45882	13659.00000
186.64590	75.91198	10157.00000
277.07123	53.71608	5936.00000
148.34255	66.14532	4627.00000
177.02251	74.85999	6711.00000
176.23198	74.75841	3363.00000
262.54315	66.80663	10904.00000
230.12270	75.49259	8017.00000
223.19347	76.10090	7349.00000
249.10998	72.04125	6368.00000
249.86468	71.85980	6704.00000
248.13080	72.32840	6247.00000
288.73348	28.12233	8415.00000
207.28344	76.71089	8996.00000
207.25131	76.70075	8927.00000
225.26993	75.95965	7434.00000
138.98553	58.81146	5676.00000
280.30606	48.79618	4052.00000
172.44622	74.20328	11057.00000
287.84395	31.02278	2055.00000
233.93088	75.06824	7366.00000
292.47210	14.65810	11764.00000
246.62285	72.81823	3918.00000
239.37641	74.27137	7272.00000
177.08476	74.96482	6888.00000
172.37986	74.22409	11163.00000
149.72599	67.03154	5892.00000
224.60714	76.06547	7535.00000
135.04781	54.19133	9466.00000
238.52616	74.44769	6378.00000
241.87137	73.83578	6293.00000
274.88074	56.95305	4232.00000
250.40557	71.83603	6513.00000
235.23841	74.97249	6383.00000
246.77866	72.81734	4035.00000
195.65084	76.60423	6873.00000
288.68995	28.64146	7776.00000
265.98121	64.92845	6284.00000
142.94374	62.65422	1222.00000
246.75942	72.87656	4002.00000
241.73863	73.96671	8139.00000
253.68112	70.82460	1299.00000
233.84221	75.24296	7056.00000
283.66665	42.64406	1817.00000
134.73085	53.81329	2657.00000
167.34613	73.38239	11009.00000
236.53089	74.88979	6812.00000
186.98746	76.16099	3349.00000
224.39224	76.22302	3762.00000
288.41874	29.82165	11540.00000
161.67563	71.96097	7274.00000
135.75420	55.28547	10384.00000
229.95133	75.73352	3727.00000
177.69862	75.19188	2473.00000
284.56894	40.65550	1819.00000
235.56320	75.05704	6926.00000
147.22833	65.79441	9808.00000
288.87881	28.42650	8630.00000
227.84161	75.96257	7457.00000
287.75630	32.00865	2210.00000
130.22978	46.40638	6796.00000
276.03590	55.89213	1926.00000
279.22212	51.37405	10933.00000
255.39287	70.42389	6686.00000
224.62594	76.25539	7152.00000
286.78109	34.92164	8122.00000
176.06943	74.96572	6618.00000
168.46285	73.66538	11024.00000
254.84242	70.62169	6615.00000
221.68413	76.46711	5245.00000
145.15321	64.47802	1204.00000
199.83399	76.90476	8893.00000
235.63109	75.10151	6978.00000
290.74536	22.01550	3664.00000
242.09016	74.04164	8202.00000
234.42275	75.28297	6748.00000
231.56074	75.63834	11639.00000
225.09951	76.25669	6896.00000
273.65865	58.82914	1733.00000
277.01233	54.67862	6103.00000
286.75160	35.18978	8012.00000
169.12969	73.87765	10905.00000
226.59384	76.16798	7064.00000
135.01564	54.51932	3277.00000
236.25097	75.07515	6841.00000
213.66480	76.93838	3920.00000
284.06397	42.34672	2113.00000
177.00687	75.25116	6592.00000
288.93760	28.71658	8504.00000
297.63514	-6.33839	4340.00000
235.74407	75.21137	7202.00000
166.15197	73.42865	7512.00000
217.03106	76.84124	13604.00000
266.83427	64.85428	2882.00000
276.62168	55.43224	1843.00000
225.30281	76.36411	7750.00000
293.35437	12.20486	3694.00000
289.00655	28.64573	8494.00000
281.87983	47.21947	4178.00000
234.55304	75.41578	6918.00000
226.91183	76.26020	8349.00000
284.06772	42.56874	2089.00000
245.97517	73.42490	7155.00000
260.20288	68.80025	6821.00000
287.35112	34.12110	2225.00000
282.99001	45.21425	4116.00000
154.75903	69.92257	6133.00000
251.70010	72.04152	7104.00000
298.87894	-11.45542	7001.00000
150.04566	67.75898	7488.00000
235.19329	75.42311	7272.00000
185.14589	76.29691	2611.00000
294.44990	7.81349	6901.00000
169.83030	74.22336	11007.00000
261.10953	68.45564	6843.00000
239.08456	74.88538	12342.00000
182.78573	76.10517	3484.00000
265.01395	66.31843	2910.00000
276.59562	55.89350	1933.00000
235.75102	75.40334	6689.00000
216.08775	77.05607	4118.00000
285.19638	40.24077	2000.00000
233.97960	75.63648	7224.00000
144.56549	64.46513	1060.00000
267.05603	65.13479	6447.00000
262.45928	67.86194	11175.00000
236.40343	75.33555	7095.00000
152.48633	69.04763	7441.00000
286.38860	37.20222	4593.00000
258.07920	69.89310	3343.00000
276.55719	56.22630	1810.00000
285.02416	40.72512	2030.00000
220.28945	76.91985	10536.00000
284.67234	41.88781	7422.00000
294.54130	7.77691	5596.00000
293.96008	10.30442	6290.00000
238.35888	75.10907	6512.00000
184.60426	76.38074	3466.00000
281.83428	48.04169	1826.00000
249.45720	72.86567	7150.00000
235.85691	75.52584	6990.00000
288.66184	30.83810	4743.00000
292.70474	15.86583	10812.00000
279.39468	52.49963	6074.00000
291.50946	20.67652	7080.00000
273.59404	59.70792	1488.00000
181.82704	76.20329	9850.00000
283.97734	43.91391	2162.00000
271.26085	62.29969	6408.00000
204.48277	77.43889	8786.00000
193.44264	77.13305	3539.00000
287.76234	33.94973	2359.00000
289.05388	29.76891	11439.00000
269.51360	63.80589	7166.00000
213.92759	77.35845	5450.00000
208.92442	77.46634	6858.00000
191.56829	77.04957	6651.00000
293.13727	14.35010	11750.00000
187.56815	76.79354	9585.00000
130.18456	46.99494	6811.00000
289.51407	28.37113	8538.00000
238.50853	75.22750	929.00000
292.69267	16.28184	4871.00000
144.20743	64.58478	10118.00000
279.65326	52.46642	5947.00000
126.15384	37.34759	11556.00000
267.86337	65.13735	7312.00000
152.86237	69.56874	958.00000
235.38757	75.80338	6503.00000
290.80926	23.84914	3306.00000
229.04082	76.51507	7124.00000
273.73329	60.13145	3567.00000
141.81247	62.70491	10703.00000
183.13671	76.47353	3505.00000
278.84275	53.76659	2836.00000
131.06733	48.82975	6742.00000
272.56990	61.22438	1652.00000
300.10389	-16.18010	3098.00000
163.36654	73.19664	6438.00000
293.85152	11.58028	4588.00000
183.18296	76.49891	3433.00000
288.35430	32.54530	2148.00000
282.01456	48.52414	6099.00000
259.42312	69.91672	6629.00000
168.34499	74.36615	12895.00000
275.32714	58.58046	6138.00000
126.13537	37.35381	11599.00000
263.09110	68.22154	6864.00000
259.34857	69.99073	6504.00000
215.43720	77.45033	5329.00000
196.47984	77.41913	7092.00000
133.16650	52.56263	3194.00000
219.81464	77.29316	10460.00000
154.73744	70.47144	7327.00000
282.06813	48.57211	5846.00000
138.09943	59.20111	1115.00000
136.46577	57.28673	3459.00000
186.89084	76.89213	3712.00000
145.05123	65.37310	10055.00000
196.69862	77.46463	7083.00000
247.29622	73.84069	13205.00000
218.90188	77.36639	6758.00000
146.36100	66.27623	9792.00000
146.33967	66.27016	9901.00000
134.89876	55.28967	10010.00000
285.17239	41.97244	7191.00000
276.65499	57.29617	6319.00000
222.52932	77.21582	8822.00000
168.83524	74.59864	12400.00000
161.79713	72.94639	6438.00000
222.23073	77.25598	8787.00000
138.69353	60.01253	5970.00000
253.13405	72.40888	6685.00000
134.84769	55.30879	10092.00000
136.44744	57.45686	1460.00000
267.66824	65.68258	2850.00000
277.42187	56.44115	6791.00000
248.45167	73.73056	7113.00000
285.99301	40.14179	13019.00000
224.59571	77.16686	4514.00000
187.31741	77.07625	3508.00000
282.39662	48.49878	5815.00000
221.69587	77.36651	9260.00000
161.58136	72.99438	6433.00000
221.13522	77.40252	5399.00000
134.85940	55.41860	9893.00000
289.97662	28.03561	13526.00000
203.34419	77.80236	3806.00000
215.90982	77.66273	5244.00000
138.35958	59.82304	1458.00000
184.75707	76.93128	3701.00000
189.48199	77.30899	8310.00000
248.60804	73.82978	13357.00000
289.71568	29.07713	8357.00000
187.28004	77.15217	3528.00000
237.26228	75.95563	7964.00000
277.95111	56.10455	8304.00000
275.89913	58.67884	6127.00000
142.91036	64.14206	1080.00000
289.75958	29.02294	8641.00000
286.67892	39.48984	10461.00000
258.56059	70.77993	6737.00000
136.79755	58.12350	1240.00000
186.64538	77.14052	3348.00000
291.25557	23.43680	3296.00000
285.81505	41.19913	2144.00000
273.98569	60.88788	12141.00000
134.81933	55.52329	1534.00000
289.61353	29.70274	6702.00000
274.04622	60.91263	12158.00000
194.38510	77.67006	3586.00000
283.62869	46.55108	8687.00000
134.09382	54.47600	12861.00000
133.66291	53.80636	9984.00000
288.50490	33.64909	2117.00000
178.49413	76.42202	1239.00000
288.62543	33.29244	12539.00000
212.74897	77.91087	7146.00000
163.64776	73.76361	11320.00000
170.58398	75.24471	6557.00000
231.99730	76.75290	7151.00000
156.84319	71.76051	6294.00000
161.09370	73.11307	1302.00000
218.79411	77.74552	4794.00000
267.39903	66.53264	9964.00000
224.70861	77.41187	9739.00000
285.88089	41.45403	2126.00000
276.91890	57.87083	6570.00000
191.16905	77.57740	7190.00000
206.23987	78.00082	6827.00000
299.10303	-11.21492	8519.00000
276.20815	58.79338	5855.00000
136.57360	58.11696	5074.00000
138.25660	60.03889	864.00000
136.37303	57.76653	1357.00000
231.83385	76.90072	9378.00000
255.97648	72.08049	7273.00000
218.69819	77.83273	5073.00000
232.75474	76.78712	6565.00000
200.62239	78.03631	6698.00000
227.98483	77.29298	6838.00000
206.27896	78.10088	3648.00000
170.38897	75.35425	10767.00000
232.14446	76.89204	9569.00000
219.31714	77.83880	4846.00000
283.20786	47.96992	8625.00000
235.85921	76.49414	7737.00000
278.22962	56.54575	6149.00000
269.63540	65.27265	12163.00000
206.22780	78.15169	3647.00000
277.10896	58.05207	6204.00000
237.40739	76.30625	4394.00000
289.12031	32.38338	8811.00000
219.47048	77.88256	4758.00000
144.72693	65.93220	1037.00000
286.87052	39.39673	10207.00000
277.00947	58.27796	5932.00000
294.46258	11.01945	4552.00000
286.12269	41.61652	2020.00000
284.20390	46.19711	2324.00000
277.35413	57.93601	6255.00000
298.89159	-9.93424	6948.00000
264.29092	68.81930	4511.00000
158.96705	72.76898	3500.00000
285.72611	42.75007	2037.00000
277.32249	58.08259	6524.00000
252.03447	73.57112	4083.00000
244.40058	75.31480	7156.00000
136.37863	58.12729	5329.00000
284.15656	46.40618	4358.00000
219.99798	77.98330	4650.00000
219.96904	77.98671	4947.00000
204.19749	78.28552	8511.00000
286.34836	41.32905	1981.00000
277.76611	57.62834	6699.00000
276.91919	58.72041	6761.00000
286.52929	40.85592	6775.00000
253.29722	73.27943	5508.00000
134.61343	55.86183	13414.00000
295.43633	6.78722	7581.00000
203.64851	78.31981	8744.00000
154.26003	71.21588	9680.00000
148.78968	68.66662	1372.00000
237.65815	76.50935	10212.00000
138.92357	61.23065	3740.00000
219.19376	78.09119	4655.00000
219.86014	78.06705	10325.00000
234.15188	76.95409	6764.00000
220.31572	78.05659	4346.00000
192.51458	78.01813	989.00000
165.51622	74.69074	3478.00000
295.09485	8.66542	4532.00000
222.72409	77.93140	3649.00000
293.98295	13.88304	11816.00000
192.33620	78.02737	3597.00000
276.39391	59.62984	6749.00000
154.10032	71.26174	9338.00000
269.95192	65.66303	11858.00000
176.07173	76.56723	6878.00000
277.91467	57.71977	1897.00000
277.33577	58.60657	6409.00000
293.68610	15.41412	10082.00000
248.24106	74.78310	6786.00000
276.98890	59.07312	6400.00000
218.12293	78.24597	13971.00000
293.83402	14.78962	5660.00000
174.80904	76.44592	10112.00000
132.69283	53.06673	6172.00000
286.38864	41.86535	2092.00000
194.98731	78.22323	9054.00000
289.37528	32.59031	2349.00000
278.65783	57.03275	6138.00000
236.60489	76.80830	7833.00000
287.83421	37.84977	12988.00000
237.09491	76.74467	12830.00000
278.86697	56.74977	6281.00000
212.87253	78.44239	7011.00000
287.03877	40.30013	11152.00000
287.19953	39.90055	7026.00000
278.71403	57.02186	6283.00000
214.11751	78.45868	4410.00000
191.64441	78.12643	3392.00000
236.50705	76.86549	12904.00000
197.42933	78.37709	8981.00000
211.56136	78.50564	3834.00000
160.34361	73.55498	6404.00000
235.93666	76.94986	2286.00000
123.91575	30.81984	5996.00000
277.33450	58.90176	11020.00000
137.50219	59.97976	900.00000
276.74161	59.67887	6875.00000
233.02234	77.31021	7130.00000
266.96976	67.98727	10824.00000
235.28640	77.09726	6718.00000
143.30062	65.47879	1325.00000
267.85430	67.48394	6481.00000
244.63922	75.71349	12884.00000
233.66226	77.29035	7198.00000
244.10696	75.83182	7329.00000
287.03071	40.72906	6720.00000
186.98993	77.91296	8020.00000
276.23816	60.48893	6546.00000
276.12481	60.67828	8044.00000
262.16843	70.71577	13415.00000
186.35721	77.93324	8178.00000
162.56884	74.34330	11420.00000
288.47644	36.71474	2042.00000
287.38799	40.00833	7373.00000
267.17411	68.12626	6601.00000
145.25912	67.09009	778.00000
123.39939	28.94534	5975.00000
126.03812	37.96704	1996.00000
248.14230	75.16078	7373.00000
276.74826	60.40017	6548.00000
282.73046	51.08044	11077.00000
264.44899	69.68832	13499.00000
138.17207	61.04854	1450.00000
236.71265	77.08355	7701.00000
221.37736	78.38684	4965.00000
258.07023	72.45640	13173.00000
186.55659	78.02091	8311.00000
295.44521	8.27725	11937.00000
255.17066	73.42902	7098.00000
142.54518	65.25155	1110.00000
291.42241	26.54739	10390.00000
291.43801	26.52862	10122.00000
191.30088	78.38247	3390.00000
293.18857	19.17165	5275.00000
287.29189	40.85048	7101.00000
145.50499	67.43981	9839.00000
286.80920	42.21255	2045.00000
231.79899	77.75563	8613.00000
287.34241	40.83968	7246.00000
277.87227	59.10862	1840.00000
267.19492	68.48568	6634.00000
277.56953	59.66981	6552.00000
179.92253	77.57746	1048.00000
257.90378	72.84039	13424.00000
295.44565	8.78847	4583.00000
258.76255	72.46838	1814.00000
260.03196	71.96715	1262.00000
290.72468	29.98668	2636.00000
241.18271	76.76211	7370.00000
249.20007	75.28896	7214.00000
270.94474	66.18302	6339.00000
285.48977	46.07157	1714.00000
238.35617	77.17062	6993.00000
294.92855	11.51552	4392.00000
250.64006	74.98063	6831.00000
135.18189	57.71691	9874.00000
239.72197	77.02259	7538.00000
253.08674	74.37198	6879.00000
232.47146	77.86028	6992.00000
270.78265	66.41483	12264.00000
290.40680	31.43114	2382.00000
271.68245	65.63181	1696.00000
278.04196	59.38867	6479.00000
290.89553	29.70805	8526.00000
294.20366	15.33449	10957.00000
249.64198	75.30211	7201.00000
136.37278	59.45914	3508.00000
161.31178	74.46744	11548.00000
290.26889	32.17192	8425.00000
290.30115	32.15002	8308.00000
226.88759	78.46344	6995.00000
262.70625	71.27245	12484.00000
226.33595	78.49089	13558.00000
197.81791	78.96477	3654.00000
268.18161	68.43092	10726.00000
285.50105	46.67347	1840.00000
277.65901	60.23538	6484.00000
238.51547	77.37532	7792.00000
155.62446	72.83001	6372.00000
131.45965	51.93599	1620.00000
288.92929	37.23903	2230.00000
132.40912	53.72495	1174.00000
136.23418	59.47455	5922.00000
132.49623	53.79268	1664.00000
276.00180	62.24866	5525.00000
148.03608	69.48901	930.00000
290.30612	32.58263	2524.00000
249.53393	75.56231	5116.00000
278.96865	58.81054	6480.00000
214.79348	79.12052	9936.00000
233.74255	77.96230	7817.00000
236.71186	77.67205	7662.00000
272.54124	65.57967	6138.00000
273.98956	64.34484	6554.00000
159.20062	74.10409	6396.00000
240.16764	77.28966	7436.00000
247.28397	76.05093	1162.00000
253.96831	74.54158	13354.00000
273.10560	65.20763	11910.00000
218.74453	79.05821	13354.00000
244.17237	76.70001	7484.00000
254.12823	74.54851	7152.00000
276.25379	62.29835	6107.00000
229.75524	78.47143	7179.00000
254.10243	74.61297	7275.00000
243.24781	76.90898	6761.00000
160.55636	74.60176	7037.00000
197.90618	79.17466	3866.00000
144.71153	67.68218	9828.00000
254.24013	74.61464	4373.00000
234.61583	78.04884	6752.00000
252.48229	75.09525	6904.00000
269.52963	68.07430	12516.00000
276.99238	61.66238	6358.00000
293.82794	18.36930	4891.00000
165.86463	75.91166	6717.00000
269.58123	68.10619	6383.00000
133.33650	55.61967	4327.00000
276.37158	62.42715	6033.00000
140.48328	64.38674	8290.00000
289.51113	36.14558	2117.00000
276.72840	62.11554	6386.00000
286.46868	45.54269	8648.00000
275.11537	63.81783	6148.00000
196.25652	79.22298	3449.00000
158.86899	74.25103	11373.00000
231.42228	78.47701	7077.00000
268.67802	68.87127	10767.00000
271.15937	67.19032	7024.00000
271.70366	66.86352	6500.00000
276.64155	62.31163	7675.00000
290.73435	32.11909	2461.00000
294.08622	17.55557	8082.00000
277.08653	61.87815	7052.00000
142.39114	66.18475	5708.00000
231.98300	78.44377	6778.00000
259.15587	73.23393	1226.00000
254.31030	74.72850	2396.00000
204.55487	79.46598	9389.00000
200.12070	79.39345	1199.00000
276.77576	62.29020	5260.00000
160.59766	74.80691	12034.00000
233.24583	78.36257	6736.00000
153.83293	72.62696	6676.00000
242.50819	77.24205	7674.00000
125.66016	37.49460	11865.00000
242.29501	77.28303	7486.00000
149.81602	70.89808	7343.00000
266.33810	70.29243	2752.00000
243.11477	77.14970	7906.00000
243.06597	77.17767	6851.00000
259.52075	73.25396	10039.00000
276.88192	62.31273	7496.00000
215.57404	79.42007	10052.00000
125.64135	37.47018	12067.00000
275.05045	64.16206	6037.00000
277.12455	62.05570	6592.00000
141.19909	65.28185	10323.00000
268.91490	68.90315	7247.00000
269.43648	68.56079	10623.00000
285.47319	48.45740	7086.00000
279.47007	59.17888	1825.00000
260.80172	72.87458	7478.00000
295.97795	8.30095	8348.00000
242.83011	77.28931	7045.00000
296.01218	8.14736	4745.00000
243.27230	77.23485	6521.00000
277.09820	62.23560	7006.00000
277.04504	62.29402	5950.00000
276.84839	62.54970	6900.00000
277.08980	62.28776	7398.00000
251.51176	75.70541	13509.00000
291.32899	30.55884	7630.00000
131.69203	53.19736	12232.00000
188.49806	79.03403	7775.00000
295.74745	9.73874	8307.00000
295.88230	9.05713	4666.00000
280.46584	58.10229	6231.00000
280.30965	58.37243	6447.00000
246.86416	76.71832	7315.00000
134.45225	57.85585	10561.00000
244.82111	77.09414	10209.00000
280.83303	57.66298	6184.00000
134.49898	57.96563	2755.00000
272.90571	66.42755	11570.00000
267.11633	70.15291	2897.00000
159.01719	74.62399	11876.00000
150.08493	71.26613	7361.00000
258.16449	74.03606	7264.00000
292.11018	27.73691	10472.00000
137.47446	61.90343	3959.00000
236.38098	78.30588	6913.00000
281.38725	57.02141	5966.00000
240.30684	77.85676	7344.00000
161.12147	75.26605	7314.00000
239.77522	77.92894	7078.00000
267.30194	70.24476	10353.00000
267.24358	70.26815	7330.00000
267.35976	70.22513	10364.00000
189.93036	79.24407	888.00000
131.59185	53.16128	12349.00000
277.20080	62.63316	6874.00000
281.73789	56.67643	9563.00000
251.57798	75.92458	4705.00000
203.34355	79.74054	824.00000
251.47837	75.94837	4582.00000
243.45386	77.47166	7618.00000
131.58997	53.19013	3087.00000
243.70186	77.44053	7403.00000
144.64422	68.36373	9578.00000
281.71495	56.69765	9616.00000
139.41941	64.12926	8702.00000
291.27424	31.66974	7860.00000
221.52823	79.51239	7356.00000
242.60993	77.64287	7541.00000
290.35973	35.22727	3657.00000
269.95247	68.87195	6716.00000
277.55058	62.42074	6615.00000
179.06797	78.44640	7506.00000
188.73783	79.30311	7799.00000
242.63784	77.65156	7976.00000
294.84190	15.31614	10336.00000
260.40576	73.44624	1841.00000
277.78250	62.19134	6160.00000
246.22393	77.10208	7248.00000
242.88552	77.66900	7447.00000
242.71858	77.70661	7465.00000
188.71743	79.28183	7204.00000
188.61304	79.27565	7278.00000
277.76690	62.20827	6497.00000
243.58983	77.54407	7291.00000
129.66097	49.27611	2368.00000
291.14720	32.53534	2549.00000
126.09505	39.34240	2050.00000
204.00340	79.90528	8487.00000
203.89827	79.90674	9134.00000
289.86257	37.40052	13040.00000
187.17553	79.22614	7229.00000
285.96716	48.69269	5824.00000
285.98439	48.70539	5826.00000
237.33694	78.41873	13352.00000
290.59518	34.76505	2054.00000
277.17072	63.07415	6447.00000
129.88013	49.76326	1528.00000
164.70895	76.33082	6534.00000
155.82449	73.95238	11456.00000
179.73107	78.63192	8498.00000
281.21714	58.00164	8021.00000
219.19417	79.74238	6638.00000
242.81385	77.80598	7515.00000
240.28855	78.12287	7079.00000
139.83072	64.76396	9341.00000
183.99526	79.05602	6747.00000
292.78076	25.99958	4182.00000
289.33004	39.57951	2066.00000
133.67852	57.20419	3404.00000
134.25787	58.13241	13805.00000
164.06575	76.27445	6459.00000
204.54634	80.00278	9190.00000
205.54718	79.98020	8884.00000
290.98251	33.62543	12404.00000
125.10114	36.01909	10336.00000
179.80657	78.71596	7541.00000
245.17362	77.49361	7734.00000
205.62832	80.00727	8474.00000
157.77257	74.70312	11220.00000
291.01623	33.65475	12474.00000
221.74038	79.74026	3464.00000
130.47652	51.40340	13783.00000
204.32618	80.02989	8699.00000
288.68089	42.00616	6344.00000
295.10760	14.84504	9835.00000
253.00706	76.03976	4626.00000
189.33389	79.52972	7828.00000
291.11935	33.50994	12628.00000
135.09404	59.51701	9393.00000
222.41307	79.76214	7461.00000
224.52415	79.64235	8042.00000
262.57852	73.07502	9230.00000
154.24148	73.58922	12851.00000
149.74924	71.73518	7258.00000
255.15918	75.54462	7092.00000
292.01942	29.97582	7129.00000
292.97604	25.73677	3163.00000
136.00835	60.81441	2707.00000
149.66657	71.76592	7298.00000
250.70535	76.65386	7511.00000
177.08545	78.56931	8454.00000
291.05815	34.15087	7883.00000
188.19183	79.55795	7045.00000
290.55747	36.11206	7871.00000
178.76385	78.77242	8227.00000
293.83993	21.88071	2978.00000
255.35730	75.59638	6973.00000
255.55777	75.54108	6892.00000
264.04279	72.68585	6682.00000
280.58051	59.68381	11535.00000
130.91124	52.54689	1547.00000
287.01236	47.31446	4415.00000
291.63570	31.96195	8308.00000
183.00917	79.20950	9153.00000
206.16469	80.20478	7997.00000
243.56500	77.98298	7648.00000
255.88529	75.50851	7227.00000
164.63071	76.65778	6474.00000
244.39156	77.85993	3562.00000
254.74112	75.81886	7042.00000
279.94508	60.73346	6715.00000
293.88433	21.87839	2898.00000
130.19470	51.09062	1539.00000
255.83400	75.56165	7213.00000
186.54362	79.53679	7090.00000
291.01752	34.70897	2478.00000
290.70270	35.95399	8062.00000
179.38930	78.93364	8096.00000
252.13503	76.53319	13630.00000
287.44748	46.58113	5724.00000
278.75886	62.37224	6370.00000
291.58999	32.70768	2641.00000
149.07469	71.71638	1177.00000
129.32776	49.19903	2426.00000
288.51280	43.56965	6130.00000
247.01215	77.59447	7722.00000
149.04553	71.74029	867.00000
